episode,total_reward,episode_length,mean_reward_last_100,mean_loss,epsilon
102,182.0,182,28.02,0.05705084275085848,0.053191407316613294
103,231.0,231,30.14,0.054136835441831906,0.052010657905320445
104,216.0,216,32.03,0.04352512072310438,0.05130533796544015
105,163.0,163,33.16,0.04055476173375693,0.05094219971480626
106,254.0,254,35.57,0.03907879799243254,0.05056691946895383
107,151.0,151,36.76,0.031170427530158976,0.050419145143124525
108,181.0,181,38.33,0.03587250736701554,0.050291843372724125
109,202.0,202,40.06,0.03484655006201984,0.05019484751213056
110,152.0,152,41.4,0.03189348374220763,0.0501437703541264
111,206.0,206,43.23,0.04869726656945151,0.05009522259571452
112,173.0,173,44.63,0.03243564693203379,0.05006737117552272
113,172.0,172,46.23,0.029227495125121284,0.050047761375244755
114,146.0,146,47.5,0.029127494463926717,0.050035666692267604
115,166.0,166,48.96,0.025439835675986462,0.05002559039955016
116,265.0,265,51.49,0.029551576248826986,0.050015062636351276
117,185.0,185,53.11,0.026846602433864532,0.05001040428003774
118,185.0,185,54.78,0.02834861348194347,0.05000718659340763
119,167.0,167,56.3,0.02247731997436303,0.050005145987390864
120,161.0,161,57.73,0.023475173022742643,0.05000372928774962
121,217.0,217,59.66,0.03847189847603097,0.05000241625123721
122,166.0,166,61.16,0.023054581925171954,0.050001733629631534
123,205.0,205,62.95,0.022596425774348217,0.05000115052373861
124,169.0,169,64.52,0.02646168495649637,0.05000082054810899
125,170.0,170,66.04,0.02759450945441666,0.05000058404179238
126,189.0,189,67.75,0.02007690423184257,0.050000400203249806
127,181.0,181,69.42,0.022603668334240413,0.05000027865446639
128,227.0,227,71.42,0.017403013492926202,0.05000017696864015
129,163.0,163,72.91,0.02050519326596058,0.05000012773688247
130,169.0,169,74.48,0.021203382876866978,0.050000091101342674
131,148.0,148,75.86,0.03796174810771402,0.05000006776003336
132,257.0,257,78.32,0.02617503251519837,0.05000004052716713
133,151.0,151,79.68,0.02662399963287649,0.05000002996327733
134,75.0,75,80.23,0.02762933701276779,0.050000025789631794
135,171.0,171,81.82,0.026574511544599215,0.050000018319618644
136,157.0,157,83.24,0.01867034471783621,0.05000001338283001
137,211.0,211,85.24,0.026429730029423584,0.050000008775577184
138,165.0,165,86.74,0.02326082682773245,0.05000000630897071
139,161.0,161,88.25,0.025045337143892087,0.05000000457209966
140,139.0,139,89.54,0.025001072673220857,0.05000000346243654
141,181.0,181,91.14,0.042051498034006776,0.050000002410833515
142,162.0,162,92.67,0.025377904851116056,0.050000001743635926
143,151.0,151,94.01,0.03133785023835074,0.05000000128913641
144,183.0,183,95.65,0.026731191914213078,0.050000000894019715
145,148.0,148,97.01,0.02251577488228528,0.050000000664960624
146,147.0,147,98.32,0.02610427139130529,0.05000000049557952
147,153.0,153,99.67,0.019352510490826046,0.05000000036493813
148,166.0,166,101.17,0.021579403727573443,0.050000000261838484
149,140.0,140,102.42,0.022876149917387272,0.05000000019789327
150,140.0,140,103.72,0.021894426440121607,0.050000000149564516
151,139.0,139,105.01,0.037508826356937294,0.050000000113264734
152,141.0,141,106.24,0.020554541119750826,0.05000000008543261
153,140.0,140,107.52,0.01674497807980515,0.050000000064568575
154,152.0,152,108.89,0.018887656475080325,0.05000000004764263
155,165.0,165,110.33,0.012828685742605365,0.05000000003425142
156,138.0,138,111.59,0.016876908103543996,0.05000000002599042
157,130.0,130,112.8,0.014000467618461698,0.05000000002003995
158,131.0,131,114.01,0.01350650415428779,0.050000000015420966
159,142.0,142,115.11,0.01705888994029907,0.05000000001160839
160,139.0,139,116.36,0.01424485013615876,0.050000000008791
161,132.0,132,117.57,0.031157973132477226,0.050000000006751255
162,178.0,178,119.06,0.02027296714008566,0.05000000000472907
163,161.0,161,120.5,0.014423892907046291,0.05000000000342715
164,141.0,141,121.66,0.014373141284355009,0.05000000000258501
165,158.0,158,123.15,0.01657956430417356,0.05000000000188463
166,143.0,143,124.5,0.013846112248305413,0.05000000000141585
167,141.0,141,125.81,0.015295374522593322,0.05000000000106794
168,140.0,140,127.09,0.014906486723339185,0.050000000000807135
169,159.0,159,128.59,0.014505115368787153,0.05000000000058727
170,153.0,153,130.01,0.011880689094016584,0.05000000000043246
171,130.0,130,131.22,0.028466706327610433,0.05000000000033345
172,218.0,218,133.3,0.005771216690762464,0.050000000000215615
173,131.0,131,134.51,0.007992935015905278,0.05000000000016592
174,38.0,38,134.78,0.009360579758465878,0.050000000000153776
175,152.0,152,136.19,0.00831809415716347,0.05000000000011347
176,146.0,146,137.56,0.0034557344804179843,0.050000000000084734
177,155.0,155,138.95,0.007208928385479076,0.05000000000006215
178,152.0,152,140.38,0.008037740997679066,0.050000000000045855
179,22.0,22,140.49,0.004238470149258236,0.050000000000043884
180,140.0,140,141.8,0.010240612887511297,0.05000000000003317
181,132.0,132,143.03,0.025349337432558197,0.050000000000025475
182,167.0,167,144.56,0.007192779362026022,0.05000000000001824
183,173.0,173,146.18,0.005789708362951487,0.05000000000001291
184,153.0,153,147.46,0.010251265740116413,0.0500000000000095
185,144.0,144,148.71,0.005150598444338862,0.05000000000000713
186,200.0,200,150.52,0.00687749926088145,0.05000000000000478
187,226.0,226,152.52,0.008163473801944916,0.05000000000000304
188,142.0,142,153.73,0.007550352889614862,0.05000000000000229
189,164.0,164,155.21,0.010028571629379989,0.05000000000000165
190,61.0,61,155.48,0.004561565826898898,0.05000000000000146
191,36.0,36,155.59,0.057925542312053345,0.05000000000000136
192,260.0,260,157.92,0.009798026506233817,0.05000000000000081
193,154.0,154,159.03,0.007930568235702571,0.05000000000000059
194,150.0,150,160.12,0.005324856400645028,0.05000000000000044
195,191.0,191,161.24,0.009506065314343072,0.0500000000000003
196,151.0,151,161.11,0.01249190180104485,0.050000000000000225
197,210.0,210,161.94,0.011341966119306605,0.05000000000000015
198,338.0,338,163.51,0.005864779082589821,0.05000000000000008
199,190.0,190,163.9,0.00901845976937023,0.05000000000000005
200,288.0,288,165.38,0.010149358786697526,0.05000000000000003
201,150.0,150,165.07,0.027050460116782537,0.050000000000000024
202,133.0,133,164.58,0.005587252373789626,0.05000000000000002
203,251.0,251,164.78,0.006919787058270948,0.05000000000000001
204,199.0,199,164.61,0.006935474430924591,0.05000000000000001
205,186.0,186,164.84,0.01064682762878346,0.05000000000000001
206,177.0,177,164.07,0.007391884306210256,0.05
207,152.0,152,164.08,0.010343809771400533,0.05
208,142.0,142,163.69,0.008428755293774064,0.05
209,217.0,217,163.84,0.007784806292242272,0.05
210,165.0,165,163.97,0.010330008598270289,0.05
211,290.0,290,164.81,0.012210962042947106,0.05
212,188.0,188,164.96,0.00746072138946979,0.05
213,171.0,171,164.95,0.005419021030841667,0.05
214,162.0,162,165.11,0.010071269673781101,0.05
215,192.0,192,165.37,0.010050623821674284,0.05
216,169.0,169,164.41,0.012894058071377208,0.05
217,217.0,217,164.73,0.007627751129681528,0.05
218,199.0,199,164.87,0.007499986199484249,0.05
219,180.0,180,165.0,0.009367677807717377,0.05
220,195.0,195,165.34,0.006520438710084328,0.05
221,120.0,120,164.37,0.030778738478935943,0.05
222,127.0,127,163.98,0.008082489657681435,0.05
223,136.0,136,163.29,0.011256902142229271,0.05
224,29.0,29,161.89,0.0049302605550800415,0.05
225,235.0,235,162.54,0.013656898444528354,0.05
226,145.0,145,162.1,0.01085245015565306,0.05
227,310.0,310,163.39,0.008848317229985109,0.05
228,268.0,268,163.8,0.011380605724528987,0.05
229,142.0,142,163.59,0.006661937248640576,0.05
230,138.0,138,163.28,0.009613248691691653,0.05
231,261.0,261,164.41,0.020672476676050076,0.05
232,159.0,159,163.43,0.01079954761417243,0.05
233,227.0,227,164.19,0.007717202813979977,0.05
234,184.0,184,165.28,0.006224101480177563,0.05
235,77.0,77,164.34,0.009309802883963839,0.05
236,185.0,185,164.62,0.007632762604909068,0.05
237,196.0,196,164.47,0.010106312329595794,0.05
238,52.0,52,163.34,0.009213035722495988,0.05
239,134.0,134,163.07,0.010234095742613244,0.05
240,255.0,255,164.23,0.008429629814710614,0.05
241,53.0,53,162.95,0.04581892239105589,0.05
242,399.0,399,165.32,0.011141324292385209,0.05
243,286.0,286,166.67,0.011984480439296149,0.05
244,258.0,258,167.42,0.01513521868691332,0.05
245,201.0,201,167.95,0.00995675091422047,0.05
246,203.0,203,168.51,0.006790456643644628,0.05
247,174.0,174,168.72,0.009668462790332028,0.05
248,215.0,215,169.21,0.011010998821286701,0.05
249,282.0,282,170.63,0.011393622329073845,0.05
250,155.0,155,170.78,0.009216398533223378,0.05
251,138.0,138,170.77,0.03187786233341457,0.05
252,190.0,190,171.26,0.0074800370123212865,0.05
253,203.0,203,171.89,0.011055642307685513,0.05
254,247.0,247,172.84,0.011689967331844136,0.05
255,286.0,286,174.05,0.007884629994754555,0.05
256,326.0,326,175.93,0.011522461563610168,0.05
257,225.0,225,176.88,0.007065809211021082,0.05
258,227.0,227,177.84,0.009241851900051869,0.05
259,220.0,220,178.62,0.014778360280218873,0.05
260,179.0,179,179.02,0.014024679796502265,0.05
261,124.0,124,178.94,0.03240241789382942,0.05
262,216.0,216,179.32,0.013064385990286677,0.05
263,166.0,166,179.37,0.014587347316471523,0.05
264,236.0,236,180.32,0.015945208135852196,0.05
265,217.0,217,180.91,0.011655632654861612,0.05
266,235.0,235,181.83,0.014400056239336411,0.05
267,121.0,121,181.63,0.011645144528963348,0.05
268,156.0,156,181.79,0.00792678662438471,0.05
269,322.0,322,183.42,0.013505315261326083,0.05
270,261.0,261,184.5,0.017273460407571873,0.05
271,179.0,179,184.99,0.03764954582897311,0.05
272,158.0,158,184.39,0.014224290969351284,0.05
273,202.0,202,185.1,0.014608343579059485,0.05
274,215.0,215,186.87,0.011749826804572327,0.05
275,176.0,176,187.11,0.011848045442258643,0.05
276,215.0,215,187.8,0.009768597927041957,0.05
277,269.0,269,188.94,0.017461493427840973,0.05
278,333.0,333,190.75,0.013852304079277615,0.05
279,200.0,200,192.53,0.009936827633937355,0.05
280,175.0,175,192.88,0.009341608057397284,0.05
281,186.0,186,193.42,0.02333605586506066,0.05
282,260.0,260,194.35,0.012621473871583406,0.05
283,203.0,203,194.65,0.016950020395113806,0.05
284,247.0,247,195.59,0.013613354913354945,0.05
285,237.0,237,196.52,0.01305491951090885,0.05
286,196.0,196,196.48,0.012231865808978316,0.05
287,377.0,377,197.99,0.014456771050434095,0.05
288,220.0,220,198.77,0.012260168065602721,0.05
289,246.0,246,199.59,0.015593962140742886,0.05
290,305.0,305,202.03,0.01262517765213995,0.05
291,415.0,415,205.82,0.013669834401969045,0.05
292,205.0,205,205.27,0.008509715733390938,0.05
293,162.0,162,205.35,0.013088778384966937,0.05
294,202.0,202,205.87,0.010414931475643603,0.05
295,230.0,230,206.26,0.009844152008831177,0.05
296,269.0,269,207.44,0.010888278724099457,0.05
297,500.0,500,210.34,0.010463545880513266,0.05
298,206.0,206,209.02,0.009888815579684993,0.05
299,349.0,349,210.61,0.008224685000753388,0.05
300,103.0,103,208.76,0.011351109862675691,0.05
301,108.0,108,208.34,0.02927482028920807,0.05
302,428.0,428,211.29,0.009504990656827533,0.05
303,120.0,120,209.98,0.007722287477129915,0.05
304,150.0,150,209.49,0.008666438589182993,0.05
305,210.0,210,209.73,0.010198805695732257,0.05
306,110.0,110,209.06,0.011103062919044698,0.05
307,227.0,227,209.81,0.01130549490617461,0.05
308,116.0,116,209.55,0.011480615864676455,0.05
309,137.0,137,208.75,0.007166458869923967,0.05
310,126.0,126,208.36,0.011478024472053799,0.05
311,132.0,132,206.78,0.015049346444191708,0.05
312,160.0,160,206.5,0.010193751757833524,0.05
313,122.0,122,206.01,0.00805624635254613,0.05
314,195.0,195,206.34,0.005267301528081776,0.05
315,134.0,134,205.76,0.009339775902274718,0.05
316,52.0,52,204.59,0.004796236312428776,0.05
317,106.0,106,203.48,0.012780290687311758,0.05
318,152.0,152,203.01,0.004663635092392245,0.05
319,173.0,173,202.94,0.00861130668421685,0.05
320,20.0,20,201.19,0.008675214048707858,0.05
321,21.0,21,200.2,0.11330003655027776,0.05
322,100.0,100,199.93,0.03044357511214912,0.05
323,106.0,106,199.63,0.005908279281597198,0.05
324,99.0,99,200.33,0.015461118502608227,0.05
325,108.0,108,199.06,0.01618302304079946,0.05
326,15.0,15,197.76,0.007511686393991112,0.05
327,23.0,23,194.89,0.02102839093118825,0.05
328,114.0,114,193.35,0.009300077751201266,0.05
329,104.0,104,192.97,0.009694854975140724,0.05
330,17.0,17,191.76,0.030057524502113023,0.05
331,126.0,126,190.41,0.03297111262948001,0.05
332,104.0,104,189.86,0.01288146968671264,0.05
333,111.0,111,188.7,0.01769288783884599,0.05
334,103.0,103,187.89,0.008090638773723785,0.05
335,104.0,104,188.16,0.028442017324358367,0.05
336,100.0,100,187.31,0.020092690932797266,0.05
337,103.0,103,186.38,0.03381701566005415,0.05
338,107.0,107,186.93,0.025794297082471513,0.05
339,113.0,113,186.72,0.036934990598614104,0.05
340,109.0,109,185.26,0.01989549372736108,0.05
341,21.0,21,184.94,0.1073063211072059,0.05
342,129.0,129,182.24,0.020714664644951565,0.05
343,117.0,117,180.55,0.022764316138624348,0.05
344,107.0,107,179.04,0.024185126089212423,0.05
345,105.0,105,178.08,0.023329662644149114,0.05
346,108.0,108,177.13,0.020317273258654126,0.05
347,112.0,112,176.51,0.04134061483013544,0.05
348,113.0,113,175.49,0.028456299478678542,0.05
349,114.0,114,173.81,0.036215126010479014,0.05
350,109.0,109,173.35,0.016129337668786287,0.05
351,17.0,17,172.14,0.10412755871520323,0.05
352,125.0,125,171.49,0.03828333763498813,0.05
353,109.0,109,170.55,0.02430345886493734,0.05
354,112.0,112,169.2,0.026447776998143775,0.05
355,109.0,109,167.43,0.03887150654891813,0.05
356,109.0,109,165.26,0.02947729077444352,0.05
357,111.0,111,164.12,0.037981031751490896,0.05
358,110.0,110,162.95,0.015874770140296524,0.05
359,103.0,103,161.78,0.02341828706450489,0.05
360,102.0,102,161.01,0.04163581581201916,0.05
361,134.0,134,161.11,0.052840347559045334,0.05
362,105.0,105,160.0,0.02848524891693766,0.05
363,120.0,120,159.54,0.02198125038994476,0.05
364,15.0,15,157.33,0.0291174416973566,0.05
365,110.0,110,156.26,0.04166956564400938,0.05
366,103.0,103,154.94,0.014014757995028049,0.05
367,109.0,109,154.82,0.03211095310382357,0.05
368,109.0,109,154.35,0.04353967851664393,0.05
369,114.0,114,152.27,0.029365728402473524,0.05
370,102.0,102,150.68,0.0252883378553259,0.05
371,100.0,100,149.89,0.037045803013024854,0.05
372,108.0,108,149.39,0.02000944003628791,0.05
373,111.0,111,148.48,0.0317796279738137,0.05
374,101.0,101,147.34,0.021434214391450556,0.05
375,113.0,113,146.71,0.016733145483448047,0.05
376,105.0,105,145.61,0.03672264679113314,0.05
377,110.0,110,144.02,0.01945324016745541,0.05
378,114.0,114,141.83,0.03838967977769738,0.05
379,101.0,101,140.84,0.011853463833662911,0.05
380,107.0,107,140.16,0.03345576123438915,0.05
381,121.0,121,139.51,0.05192648994059048,0.05
382,101.0,101,137.92,0.024428282887444343,0.05
383,97.0,97,136.86,0.031095317039235505,0.05
384,96.0,96,135.35,0.02820765633805422,0.05
385,105.0,105,134.03,0.034818496807877505,0.05
386,100.0,100,133.07,0.021003635729430245,0.05
387,100.0,100,130.3,0.015304579205112532,0.05
388,115.0,115,129.25,0.021827563086686576,0.05
389,96.0,96,127.75,0.01574158148105198,0.05
390,94.0,94,125.64,0.022025128466726104,0.05
391,102.0,102,122.51,0.0399133055094246,0.05
392,105.0,105,121.51,0.045644862606145795,0.05
393,100.0,100,120.89,0.032204603696009144,0.05
394,101.0,101,119.88,0.0503700226764333,0.05
395,103.0,103,118.61,0.044857867150251,0.05
396,115.0,115,117.07,0.016551732274946634,0.05
397,34.0,34,112.41,0.06197880301282138,0.05
398,106.0,106,111.41,0.04721135133328268,0.05
399,102.0,102,108.94,0.02723355723691045,0.05
400,100.0,100,108.91,0.05118828880833462,0.05
401,128.0,128,109.11,0.0436319133023062,0.05
402,134.0,134,106.17,0.02588587937661127,0.05
403,104.0,104,106.01,0.04462078404097925,0.05
404,105.0,105,105.56,0.02213921835313418,0.05
405,22.0,22,103.68,0.033558703265787866,0.05
406,103.0,103,103.61,0.04452773475752764,0.05
407,32.0,32,101.66,0.028241528569196817,0.05
408,126.0,126,101.76,0.04087953731262436,0.05
409,108.0,108,101.47,0.026416867768771394,0.05
410,107.0,107,101.28,0.045983345447995955,0.05
411,152.0,152,101.48,0.05479772689164077,0.05
412,497.0,497,104.85,0.03960455973352487,0.05
413,188.0,188,105.51,0.038626513031479764,0.05
414,213.0,213,105.69,0.031607933200353606,0.05
415,162.0,162,105.97,0.05020924257459464,0.05
416,297.0,297,108.42,0.042504951350002075,0.05
417,148.0,148,108.84,0.03986120256327873,0.05
418,171.0,171,109.03,0.02568833494207642,0.05
419,219.0,219,109.49,0.029836598996362186,0.05
420,150.0,150,110.79,0.028247111234813927,0.05
421,136.0,136,111.94,0.03558493107180659,0.05
422,134.0,134,112.28,0.05529199819490591,0.05
423,132.0,132,112.54,0.037412846044665486,0.05
424,141.0,141,112.96,0.04500142818297002,0.05
425,126.0,126,113.14,0.03769413408793745,0.05
426,129.0,129,114.28,0.028453808261601383,0.05
427,130.0,130,115.35,0.029393337513857448,0.05
428,150.0,150,115.71,0.03488506124975781,0.05
429,149.0,149,116.16,0.04971651060134798,0.05
430,129.0,129,117.28,0.046870071107030724,0.05
431,143.0,143,117.45,0.050460814972167145,0.05
432,125.0,125,117.66,0.047835104394704106,0.05
433,144.0,144,117.99,0.04188023589894227,0.05
434,133.0,133,118.29,0.03166815073796569,0.05
435,125.0,125,118.5,0.04547738508787006,0.05
436,139.0,139,118.89,0.02954095350360672,0.05
437,139.0,139,119.25,0.03139389511415561,0.05
438,131.0,131,119.49,0.03382950554111304,0.05
439,133.0,133,119.69,0.039999386031334676,0.05
440,130.0,130,119.9,0.036764155518120296,0.05
441,141.0,141,121.1,0.03618535701621403,0.05
442,137.0,137,121.18,0.03382383653363825,0.05
443,133.0,133,121.34,0.02540979360377318,0.05
444,134.0,134,121.61,0.04709140456858466,0.05
445,132.0,132,121.88,0.05040381066536418,0.05
446,140.0,140,122.2,0.03850258270977065,0.05
447,131.0,131,122.39,0.03486449963889504,0.05
448,137.0,137,122.63,0.04579098511106559,0.05
449,132.0,132,122.81,0.03667223333402283,0.05
450,136.0,136,123.08,0.04748006735120297,0.05
451,140.0,140,124.31,0.044865585685641106,0.05
452,138.0,138,124.44,0.02159475669622475,0.05
453,146.0,146,124.81,0.023158778187704003,0.05
454,152.0,152,125.21,0.0304985843142372,0.05
455,147.0,147,125.59,0.03736760355468814,0.05
456,156.0,156,126.06,0.021877494792883787,0.05
457,153.0,153,126.48,0.03351598863225138,0.05
458,148.0,148,126.86,0.03939175547880901,0.05
459,150.0,150,127.33,0.03243516902439296,0.05
460,156.0,156,127.87,0.03921407248036793,0.05
461,165.0,165,128.18,0.043976003336579056,0.05
462,188.0,188,129.01,0.0350087817877214,0.05
463,176.0,176,129.57,0.025626098418301393,0.05
464,175.0,175,131.17,0.027974729941093495,0.05
465,201.0,201,132.08,0.025645759650529246,0.05
466,167.0,167,132.72,0.018255603432789178,0.05
467,176.0,176,133.39,0.025354154070638204,0.05
468,206.0,206,134.36,0.03023683834025293,0.05
469,186.0,186,135.08,0.02003412732982167,0.05
470,218.0,218,136.24,0.02246863002527864,0.05
471,248.0,248,137.72,0.021104938541201032,0.05
472,179.0,179,138.43,0.013555364944717156,0.05
473,294.0,294,140.26,0.013168014161095505,0.05
474,179.0,179,141.04,0.013453641293736893,0.05
475,166.0,166,141.57,0.01342315166201218,0.05
476,205.0,205,142.57,0.009448526964931772,0.05
477,154.0,154,143.01,0.011841695912200474,0.05
478,202.0,202,143.89,0.014006151202812532,0.05
479,241.0,241,145.29,0.016732216955653363,0.05
480,296.0,296,147.18,0.012462853193692109,0.05
481,421.0,421,150.18,0.016437537926127538,0.05
482,222.0,222,151.39,0.007758584214890426,0.05
483,244.0,244,152.86,0.008233573820182413,0.05
484,218.0,218,154.08,0.008557974312821865,0.05
485,303.0,303,156.06,0.009918868347307784,0.05
486,335.0,335,158.41,0.007361484803398376,0.05
487,277.0,277,160.18,0.00826101751795496,0.05
488,248.0,248,161.51,0.008663417607397517,0.05
489,330.0,330,163.85,0.008076299688510709,0.05
490,179.0,179,164.7,0.006824695584546338,0.05
491,11.0,11,163.79,0.08776498848403042,0.05
492,185.0,185,164.59,0.013567811876183023,0.05
493,172.0,172,165.31,0.008169869678419863,0.05
494,197.0,197,166.27,0.0071742894499666685,0.05
495,188.0,188,167.12,0.007637510371847732,0.05
496,183.0,183,167.8,0.007436211817946204,0.05
497,200.0,200,169.46,0.007360425016086083,0.05
498,194.0,194,170.34,0.00725471790965176,0.05
499,178.0,178,171.1,0.008057080293623627,0.05
500,185.0,185,171.95,0.012060876186886752,0.05
